value,date,realtime_end,realtime_start
8188,2016-01-01,2019-04-04,2019-04-04
8395,2016-02-01,2019-04-04,2019-04-04
9281,2016-03-01,2019-04-04,2019-04-04
8629,2016-04-01,2019-04-04,2019-04-04
9036,2016-05-01,2019-04-04,2019-04-04
9157,2016-06-01,2019-04-04,2019-04-04
9235,2016-07-01,2019-04-04,2019-04-04
9639,2016-08-01,2019-04-04,2019-04-04
9621,2016-09-01,2019-04-04,2019-04-04
9160,2016-10-01,2019-04-04,2019-04-04
10089,2016-11-01,2019-04-04,2019-04-04
11038,2016-12-01,2019-04-04,2019-04-04
8480,2017-01-01,2019-04-04,2019-04-04
8471,2017-02-01,2019-04-04,2019-04-04
9945,2017-03-01,2019-04-04,2019-04-04
8878,2017-04-01,2019-04-04,2019-04-04
9755,2017-05-01,2019-04-04,2019-04-04
9717,2017-06-01,2019-04-04,2019-04-04
9588,2017-07-01,2019-04-04,2019-04-04
10246,2017-08-01,2019-04-04,2019-04-04
9879,2017-09-01,2019-04-04,2019-04-04
9851,2017-10-01,2019-04-04,2019-04-04
10915,2017-11-01,2019-04-04,2019-04-04
11636,2017-12-01,2019-04-04,2019-04-04
9016,2018-01-01,2019-04-04,2019-04-04
8816,2018-02-01,2019-04-04,2019-04-04
10353,2018-03-01,2019-04-04,2019-04-04
9527,2018-04-01,2019-04-04,2019-04-04
10286,2018-05-01,2019-04-04,2019-04-04
10103,2018-06-01,2019-04-04,2019-04-04
10113,2018-07-01,2019-04-04,2019-04-04
10615,2018-08-01,2019-04-04,2019-04-04
9925,2018-09-01,2019-04-04,2019-04-04
10120,2018-10-01,2019-04-04,2019-04-04
10978,2018-11-01,2019-04-04,2019-04-04
11324,2018-12-01,2019-04-04,2019-04-04
8918,2019-01-01,2019-04-04,2019-04-04
8579,2019-02-01,2019-04-04,2019-04-04
