value,date,realtime_end,realtime_start
26248,2007-10-01,2019-04-04,2019-04-04
26566,2007-11-01,2019-04-04,2019-04-04
25634,2007-12-01,2019-04-04,2019-04-04
25721,2008-01-01,2019-04-04,2019-04-04
25659,2008-02-01,2019-04-04,2019-04-04
25456,2008-03-01,2019-04-04,2019-04-04
25292,2008-04-01,2019-04-04,2019-04-04
25650,2008-05-01,2019-04-04,2019-04-04
25700,2008-06-01,2019-04-04,2019-04-04
25897,2008-07-01,2019-04-04,2019-04-04
25329,2008-08-01,2019-04-04,2019-04-04
25217,2008-09-01,2019-04-04,2019-04-04
24568,2008-10-01,2019-04-04,2019-04-04
23196,2008-11-01,2019-04-04,2019-04-04
22909,2008-12-01,2019-04-04,2019-04-04
22758,2009-01-01,2019-04-04,2019-04-04
22498,2009-02-01,2019-04-04,2019-04-04
22149,2009-03-01,2019-04-04,2019-04-04
22092,2009-04-01,2019-04-04,2019-04-04
22310,2009-05-01,2019-04-04,2019-04-04
22332,2009-06-01,2019-04-04,2019-04-04
21883,2009-07-01,2019-04-04,2019-04-04
21474,2009-08-01,2019-04-04,2019-04-04
21363,2009-09-01,2019-04-04,2019-04-04
20661,2009-10-01,2019-04-04,2019-04-04
20931,2009-11-01,2019-04-04,2019-04-04
20849,2009-12-01,2019-04-04,2019-04-04
20566,2010-01-01,2019-04-04,2019-04-04
20448,2010-02-01,2019-04-04,2019-04-04
21883,2010-03-01,2019-04-04,2019-04-04
23518,2010-04-01,2019-04-04,2019-04-04
21742,2010-05-01,2019-04-04,2019-04-04
21544,2010-06-01,2019-04-04,2019-04-04
21499,2010-07-01,2019-04-04,2019-04-04
21268,2010-08-01,2019-04-04,2019-04-04
21336,2010-09-01,2019-04-04,2019-04-04
22040,2010-10-01,2019-04-04,2019-04-04
21964,2010-11-01,2019-04-04,2019-04-04
22099,2010-12-01,2019-04-04,2019-04-04
21484,2011-01-01,2019-04-04,2019-04-04
21193,2011-02-01,2019-04-04,2019-04-04
21863,2011-03-01,2019-04-04,2019-04-04
22066,2011-04-01,2019-04-04,2019-04-04
22324,2011-05-01,2019-04-04,2019-04-04
22720,2011-06-01,2019-04-04,2019-04-04
22761,2011-07-01,2019-04-04,2019-04-04
22786,2011-08-01,2019-04-04,2019-04-04
22637,2011-09-01,2019-04-04,2019-04-04
23242,2011-10-01,2019-04-04,2019-04-04
22904,2011-11-01,2019-04-04,2019-04-04
23447,2011-12-01,2019-04-04,2019-04-04
23618,2012-01-01,2019-04-04,2019-04-04
23573,2012-02-01,2019-04-04,2019-04-04
24570,2012-03-01,2019-04-04,2019-04-04
23390,2012-04-01,2019-04-04,2019-04-04
22748,2012-05-01,2019-04-04,2019-04-04
22571,2012-06-01,2019-04-04,2019-04-04
22697,2012-07-01,2019-04-04,2019-04-04
23075,2012-08-01,2019-04-04,2019-04-04
23696,2012-09-01,2019-04-04,2019-04-04
23820,2012-10-01,2019-04-04,2019-04-04
24108,2012-11-01,2019-04-04,2019-04-04
24130,2012-12-01,2019-04-04,2019-04-04
24407,2013-01-01,2019-04-04,2019-04-04
24818,2013-02-01,2019-04-04,2019-04-04
24792,2013-03-01,2019-04-04,2019-04-04
24948,2013-04-01,2019-04-04,2019-04-04
25461,2013-05-01,2019-04-04,2019-04-04
24996,2013-06-01,2019-04-04,2019-04-04
25588,2013-07-01,2019-04-04,2019-04-04
25517,2013-08-01,2019-04-04,2019-04-04
25506,2013-09-01,2019-04-04,2019-04-04
25159,2013-10-01,2019-04-04,2019-04-04
25134,2013-11-01,2019-04-04,2019-04-04
25228,2013-12-01,2019-04-04,2019-04-04
25200,2014-01-01,2019-04-04,2019-04-04
25129,2014-02-01,2019-04-04,2019-04-04
25604,2014-03-01,2019-04-04,2019-04-04
26517,2014-04-01,2019-04-04,2019-04-04
26815,2014-05-01,2019-04-04,2019-04-04
26992,2014-06-01,2019-04-04,2019-04-04
26506,2014-07-01,2019-04-04,2019-04-04
27015,2014-08-01,2019-04-04,2019-04-04
26990,2014-09-01,2019-04-04,2019-04-04
26916,2014-10-01,2019-04-04,2019-04-04
27097,2014-11-01,2019-04-04,2019-04-04
26788,2014-12-01,2019-04-04,2019-04-04
27104,2015-01-01,2019-04-04,2019-04-04
26076,2015-02-01,2019-04-04,2019-04-04
27069,2015-03-01,2019-04-04,2019-04-04
27297,2015-04-01,2019-04-04,2019-04-04
27420,2015-05-01,2019-04-04,2019-04-04
27247,2015-06-01,2019-04-04,2019-04-04
28016,2015-07-01,2019-04-04,2019-04-04
28036,2015-08-01,2019-04-04,2019-04-04
27841,2015-09-01,2019-04-04,2019-04-04
28048,2015-10-01,2019-04-04,2019-04-04
28266,2015-11-01,2019-04-04,2019-04-04
28853,2015-12-01,2019-04-04,2019-04-04
28987,2016-01-01,2019-04-04,2019-04-04
28916,2016-02-01,2019-04-04,2019-04-04
29660,2016-03-01,2019-04-04,2019-04-04
28623,2016-04-01,2019-04-04,2019-04-04
28312,2016-05-01,2019-04-04,2019-04-04
